Sikayet,Kaynak
"Great furniture for the price . Great furniture for the price. The instructions can be tricky, but the end result is always worth it.",Trustpilot_USA
"$1000 sofa bed . $1000 sofa bed, Friehten came apart after six weeks. Fabric stretched so much it has created a 3 inch sag up front. Been trying to return it for 3 weeks, all I get is stonewalling and lip service. They can't get a truck to come and pick it up! They have stolen my money, that's all I know. NEVER AGAIN",Trustpilot_USA
"It's a shame i can't put 0 stars… . It's a shame i can't put 0 stars because they don't deserve 1 star.
I ordered a kitchen in november and they said it will all be complete in April the following year which gave me time to strip and remodel the room.
They asked for a full payment to order the kitchen but now they also say that it's not all complete and can also not give a date when it will be available so they expect me to pay the full price but only get half a kitchen with no guarantee of when the rest will be available.
Please people don't order from this company because they can't give a guarantee that you get a complete kitchen but expect a full payment.",Trustpilot_USA
Absolutely horrible place to be in also… . Absolutely horrible place to be in also those 2 workers workin at the hotdog bar took 20 minutes to hand out 2 hotdogs also givin my order to someone else and then I had to go ask they then had it ready in 30 seconds.shop layout is cat.Staff is also cat .better of building a few block walls as ye get a better buzz of them ye pack of sausages,Trustpilot_USA
"Shocking . Shocking! Ordered a sofa, got delivered in two parcels. unpacked it a couple of hours later to find there was no cover for it (old sofa already gone to the tip).
Called them and told that the store had ""forgotten"" to add the covers but they would send then out via DPD for next day delivery. They checked the existing order number and I got a confirmation email.
Covers were delivered the next day - but to our old address which is 110 miles away.
Called them - apparently very sorry but told that ""IKEA only offer apologies, not compensation.""
Great - so that's a 220 mile round trip to collect them then????",Trustpilot_USA
"The furniture is great. . The furniture is great.
When it comes to the customer service I feel like I’d get more help shouting into a void. Hours on hold, passing around and still no solution. I didn’t know it was possible to feel both ignored and scolded at the same time.
One star, and that’s only because the couch looks fabulous while I sit on it, waiting for someone to return my call.",Trustpilot_USA
"I ordered a sofa bed about a month back… . I ordered a sofa bed about a month back which came defective. I asked for a replacement, which was provided to me but the replaced product was worst than the first one. I made a another request for replacement and the sofa bed was picked up but on the day of delivery no delivery messages or call came from ikea. On calling the customer care I was informed that the delivery was not even scheduled and on asking to put me on with her manager she put me on hold. I stayed on hold for 10-15 mins and then got frustrated and disconnected the call. I got a call back just to let me know that I have to wait only and they cannot commit on any delivery date so had to cancel the order completely.",Trustpilot_USA
Iconic and affordable . Iconic and affordable. Best place to shop for household products.,Trustpilot_USA
"Absolutely disgusting poor and… . Absolutely disgusting poor and unhelpful. The products are amazing but customer service and after sales is worse than poor.
Ordered a few items after a store visit (closest 100 miles away) spent a lot of money. The items arrived a day late with no update. The courier didn’t even get the items until the end of the agreed delivery day. Called customer service to get a refund of delivery as a matter or principle and inconvenience and they flatly refused. Extremely poor customer acknowledgement and service not even offer a future delivery discount. Please avoid a company that treats its customers so poorly.",Trustpilot_USA
"Dismal misleading and incompetent . Dismal misleading and incompetent. Watch out for the installer tricks of 'having to move connections,' and repeat trip fees. Dreadful bunch of utter shysters compounded by installation 'specialist' who are of no help and take days to answer. I have cancelled a 10K order.",Trustpilot_USA
Not good enough ! . Waiting for an hour on the phone to ask why I have not received my products more than two weeks after ordering and paying for them and not being contacted is very poor service !!! Their products are “ok” for the cheap enough price but service is BAD …. not due to those who actually work there but to the massive company which does not provide enough service. IKEA you are a huge company so splurge more on serving the customers that you depend on !!!!!!!,Trustpilot_USA
"Can’t get a kitchen consultation… . Trying to get a kitchen consultation appointment for 2 weeks already. Two times it was cancelled, each time a different reason, worst customer support I have ever received. You want to pay them to get a full kitchen, but seems they just don't care and don’t bother.",Trustpilot_USA
"Really happy with free extra hooks. . Really, really happy.
I needed a cupboard with 3 hooks, the cupboard I purchased is sold with only 1 hook.
They where not available for sale loose, so IKEA just send me 3 extra hooks FOR FREE. Paid no shipping, nothing for the hook. Really happy with this A++ customer service.",Trustpilot_USA
"NEVER would I use ikea insulation… . NEVER would I use ikea insulation again….I bought a kitchen from Ikea and opted for the insulation service, which wasn’t cheap, hoping that it would be perfect with no problems. Was I so wrong! The fitter ‘Toni’ was the worst you could imagine, rude is an understatement and making me feel uncomfortable in my own home. The kitchen that should have been completed in 2/3 days took 8 days. The workman ship shabby and incomplete, unnecessary holes and cracks in shelves! Still waiting for Ikea to contact me….",Trustpilot_USA
"Don't waste your money . I bought a chest of drawers and it was the worst piece of furniture I've seen. The holes didn't match the bolts, the drawer doesn't sit on the rails and the whole thing looks like it's going to fall apart (yes, I bought and put together furniture before so I know how to do it.). I will be contacting them for a refund... No high hopes though...",Trustpilot_USA
"One star is too much . One is too much. Transport company are extortionists and blackmailers, claimed falsely that there was no parking and that IKEA allows them very tight slots so they asked for cash on top, in order to bring the items into the apartment as would initially be done per contract. They took more time negotiating their pocket money, illegal, untaxed, uncontrolled. This is what you get when you make a contract with IKEA for the delivery of your purchase. Criminals blackmailing you for money at the entrance of your own home. First time they asked 80eur, i declined they left without delivering. Second time (10 days after) they asked 100eur. They threatened me that of they took the stuff back for the 2nd time i would pay more in extra transport costs to IKEA. I declined again, unloaded my self the items from their truck onto the curb and put them in my self. Utter disgrace for what i see as illegal behavior. I should have called the police i am now thinking. A total shame on IKEA and logistics partner, they behave like criminals.",Trustpilot_USA
"NEVER ORDER FOR DELIVERY FROM IKEA, IT WONT CME AND THEY DONT CARE . Ordered items online for delivery. Took time of work for delivery. Delivery failed. Customer services no help at all. No one took ownership. Finally delivery another day, another day off work, noting delivered. This happened repeatedly until we cancelled the order and went to pick up the items ourselves using a taxi.",Trustpilot_USA
"Kitchen Planning . Kitchen Planning: An Absolute Disaster

I have been waiting for six weeks now for a response or any kind of contact from IKEA. The kitchen was left half-installed. Beforehand, I repeatedly asked whether the installation included the stovetop – I was assured that it did. That’s why I bought it from IKEA instead of purchasing it from another manufacturer. However, during installation, I was suddenly told that the connection would not be made.
• The cabinets are too high; I can’t reach the shelves.
• The sink was neither installed nor connected, and the stove is also not connected.
• My black kitchen was fitted with a white cabinet frame because the black one was unavailable.
• Half of the tall cabinets are still missing and are not in stock.

Mistakes can happen – but what matters is how a company handles problems. Unfortunately, IKEA doesn’t seem to care much, as no one has contacted me so far. And this is despite the fact that everything has already been paid for in full (no installment payments!). €5,000 for a small kitchen without appliances – and yet, a nightmare.

Since January, I have been washing my dishes in the bathtub.
Customer service cannot help me; instead, I keep getting brushed off, sometimes even treated rudely.

Please, IKEA, if you’re reading this – can someone finally get in touch with me? I have contacted your customer service today again - same response for weeks: someone will get back to me.",Trustpilot_USA
amazing customer service support . amazing customer service support. so fast and really helpful.,Trustpilot_USA
"IKEA & Task Rabbit - what a shit show. . We were told by IKEA that two people would be attending to complete the wardrobe build. Only one person showed. He took 10 and half hours and had no break! Surely that’s illegal. I felt so sorry for the guy. It’s an absolute shit show what Task Rabbit and IKEA are running here. The guy had no brief or foresight what he was going to be building and how long it was going to take. Where’s your Health and Safety and Wellbeing Management? My partner and I had to cancel our anniversary plans, dinner and tickets for a show cancelled because the guy could not complete the build in the 5 hours we were told by IKEA. He was on his own. I called IKEA complaints department and all they could offer me was £70 in store voucher. What an absolute insult. I spent £1300 on these wardrobes and the extra costs of cancelled dinner charges and tickets have left me even more out of pocket for their mistake.
Why would I want to spend more money in this shit show of a shop? Shocking.",Trustpilot_USA
"Ikea Kitchens - AVOID!!!!!! . I had my kitchen consultation in Aug 2024 and arranged for it to be installed in Nov 2024. My experience has been like a comedy except it's not funny! 2 weeks after the consultation I changed my wall panels to stainless steel which sounds straight forward but I had to numerous times to make sure this was done. I was then told the kitchen would be fitted but the worktops would not, so I would need to have temporary worktops until they arrived, which I agreed to. First I had a partial kitchen delivered. I took time off of work for the delivery and nothing arrived. Then I had 2 kitchens delivered. 2 x 126 boxes but on various dates but some things were not delivered at all. I had endless phone calls with Ikea trying to sort this out. The fitters then arrived 2 days late (at least they did inform me) and logged everything we had double's of and order the other things that were missing. They did a good job and promised to return when the worktops arrived. Ikea said this would be in December. In the meantime I had another whole kitchen delivery in my living room that Ikea didn't seem to want to collect. Customer service kept asking me why I'd ordered 2 kitchens. They couldn't seem to understand that I didn't and it was their error. It took another round of endless calls for them to collect the kitchen. The installer was also trying for me.
It was finally collected at 8.30pm nearly 3 weeks later (not the time they said so luckily I was home) so I was just waiting for my worktops with an under mount sink. The dates again changed from December to January. (I again took another day off of work in Jan for them to not be delivered) the dates changed again to 22 Feb then 24 Feb 2025 and now they have finally been delivered but without the sink attached. The installer asked Ikea for what was happening and surprisingly Ikea called me. They said they would send a new sink in time for the installers to put in which was 10th March 2025. I then received an email confirming the sink but it was the wrong one. The installers can no longer fit the worktops on 10th March and I have no idea when the correct sink is coming.
I have a very busy job and have to keep taking time out to call Ikea. You can't get straight through, a lot of the time you wait 30 minutes before going through the whole story again. It's ruined the pleasure of getting a new kitchen. One department doesn't speak to another. They promise to look into it and come back to you but nothing happens and you have to call back again. No one takes responsibility. You speak to a different person each time and there are 50 of them. They will not put you through to a manager and do not answer emails. I have honestly run out of patience and am putting this all over social media in the hope that Ikea contact me to sort this out. I would love to cancel my order but am trapped into it. I now have to make time to call them again tomorrow to sort out the sink. I honestly don't know how any one gets their kitchens finished. Horrendous. Just avoid using them. They're too big and no-ones cares. I've had non stop stress and frustration. Do not recommend!!",Trustpilot_USA
"IKEA Works With Terrible Delivery Companies . As I had a recent back injury I opted for the delivery to floor for my KIVIK sofa which was an extra service. When the delivery people came, they took the boxes out of the truck carried two small packages to the floor and left the third big one on the ground level. Prior to my order I did the necessary measurements and I was 100% sure all of the pieces would easily fit in, that's why I ordered it. The delivery people didn't even try to fit it in. They just left and said it won't it in. I tried to tell them I did the measurements and I was sure it would fit they said they have a lot of experience and they do not need to try it. Because the box was blocking the entrance of both my apartment and my downstairs neighbor we had to take it up ourselves. Contrary to what the delivery people claimed, the box did fit and it was possible to move it to my floor without taking apart, and I have photos proving this. Now because of this incident, my back injury which was already bad is worse and I can't kneel. I am furious about the quality of service I received. I wouldn't have ordered from Ikea if there wasn't delivery to floor.",Trustpilot_USA
"We ordered a kitchen in Loulé ikea… . We ordered a kitchen in Loulé ikea (second kitchen)
And we asked the mister there “ we want the same kitchen and he said oké and he makes a drawing of the kitchen but
When the kitchen is installed the sink was up the top (composite) and i ordered under the sink …. So the man of the kitchen said (we go to ikea again) sorry its my mistake you have to go to the customerservice
So we go there …… long story many phonecalls
And the solution is
We have to pay a new top … its unbelieveble
There faul and i must pay
Ikea its a shame that you do this
Unbelievable",Trustpilot_USA
"Carretillero construccion . Skills like construction, capability in technology",Trustpilot_USA
"I returned my new couch because they… . I returned my new couch because they didn't deliver the foot of the couches. Its been a month, they said the money will returned to you in 2 weeks. They didn't pay me back yet. They took the couch 1 month ago but I didn't get the payback yet.",Trustpilot_USA
"Beware IKEA KITCHENS DO NOT TOPS IN SUPPLY . ordered a kitchen in Rome but it seems IKEA has a serious problem with their supply chain of Kitchen Tops!!! in two weeks I will get a kitchen without a TOP !! Basically .... IKEA .. if you cannot guarantee providing a full kitchen ... DONT SELL THEM.
By the way, I was super flexible with the choice of the TOP. I just wanted any black one.",Trustpilot_USA
"This is related to online shopping… . This is related to online shopping only. IKEA cancelled a part of my ordered without telling me. They sent me a cryptic email about a refund. I had not returned anything so I called them. They said they were out of stock on the drawer fronts, but asked me if I wanted to reorder them because they're in stock! They might as well have shipped a bed to me with three legs! What do you do with console drawers with no fronts! Outrageous. This is my last online order from IKEA.",Trustpilot_USA
"Missing Spares, Non show up Services etc. . I ordered wardrobes from IKEA (Order Number:9900146007000136180125) and arranged assembly on 01.02 through TaskRabbit. Unfortunately, the wardrobe lights were missing from my delivery, and as a result, they could not be assembled when the wardrobes were being put together. Since the lights were missing from the order, their assembly could not take place as planned.

I contacted IKEA support multiple times via chat, only to be repeatedly informed that the lights were unavailable for home delivery. Left with no alternative, I had to visit an IKEA store—the only location where the lights were available. This store was far from both my home and the city center, requiring a journey of more than an hour with multiple public transport connections, making the pickup highly inconvenient.

While communicating via chat, I was assured that the light assembly appointment was scheduled for , Friday, 21.02. The attached document confirms this. I was informed that I would receive a call before the technician arrived. However, no one showed up, and I did not receive any phone call.

I do not accept the excuse that the assembly service is a third-party service. As IKEA, you arranged the service, and you should ensure it happens. If not, you should have provided contact details for situations like this. It was not provided whom to contact, where to call, or send an email, and it is still unclear. I called IKEA support, but it was useless as they didn’t know whom to contact either because it is a third-party service. I trusted the service you arranged, and it has been totally disappointing. Please do not use the third-party situation as an excuse.

This entire situation has been extremely frustrating and unacceptable. I have put in significant time and effort to resolve an issue caused by IKEA’s mistake. I have had to:

Reschedule the assembly multiple times,
Stay home for an unreasonably long time (07:00 to 21:00) expecting a call or a technician, I wasted my entire day twice for the assembly.
Spend hours communicating with IKEA chat support, often waiting for availability,
Repeatedly explain the issue, provide details, and attach receipts,
Waste my time picking up an item that should have been delivered to my home in the first place,
Pay for an assembly service that was never completed.",Trustpilot_USA
"I have had the worst experience with my… . I have had the worst experience with my kitchen delivery, including missing items and delivery not finishing their job but rather just leaving appliances on the first floor, blocking entrance to other residents. I live on the 3rd floor and ALL items were supposed to be delivered to my unit. I cannot get help from anyone at IKEA. I've tried the customer service number and have contacted the store manager (Sharof Keller) where I made my purchase and nobody will get back to me. I was told 5 days ago by Sharif Keller in an email that someone would call me and I've followed up daily but still nothing a not Sharif is not responding to emails. There are items missing from my delivery and I had to pay someone to come and carry the appliances up to my unit. I have now filed a claim with BBB and am disputing the charge for my items with my bank. What I want is for IKEA to reimburse me for the original shipping cost, reimburse my incurred cost for having to hire someone to come and carry the appliances up to my unit and I would like the missing items from my delivery to be replaced. This is a perfectly reasonable request and expectation on my part as I have already paid for these items and this service.",Trustpilot_USA
"(Zero not one star) the customer care… . (Zero not one star) the customer care are completely braindead useless individuals without any common sense. Don’t be drawn in by their warranties as it is impossible to get through to anyone with half a brain cell, they will mess you around and waste your time for months. Better off going elsewhere.",Trustpilot_USA
"Ikea kitchen . Beware Ikea,They promise you a dream & deliver a nightmare.I ordered a kitchen in 2023 with their measuring service included.Nearly 12 months on,because of incorrect measurements,bad workmanship & deliveries consistently delayed,my kitchen is still not complete.Their resolutions team want me to accept the kitchen stating “compensation will be discussed once the kitchen is completed”.I have said I can’t accept an offer without knowing what figure they have offered.Has anyone got a suggestion of how to proceed?",Trustpilot_USA
"I remember shopping at the first… . I remember shopping at the first Virginia Ikea in the mid 80s. I was a loyal customer from then on, including furnishing my daughter's rooms as they grew up and went off to college. No more! In January, I purchased a gift card for a family member in Puerto Rico only to discover that it could not be used there. For two months following that, Ikea reps told me the Puerto Rico is not part of the US (!!!) and that they would refund the unused gift card. Finally, after hours and hours of calls, I was told that gift cards are NEVER refunded. Buyer beware! Ikea does not shoot straight and my loyalty to them is gone.",Trustpilot_USA
"If I could give this company a negative… . If I could give this company a negative review, I would! January 4th I ordered and paid for a dresser for my brother in law with disabilities that moved in with us. I was told it would be delivered no later than the 13th of January which was doable. The 13th came a went and no dresser. I contacted IKEA and they told me because of implement weather the delivery was delayed. Ok understandable, they refunded my delivery fee and we continued to wait. When the shipment arrived we received 2 boxes. Until my husband went to put it together and the two boxes were identical. No drawers and no hardware. Again I contacted IKEA and when told they sent 2 identical boxes, they told me to dispose of one of the boxes and they would immediately ship us the other box. As of this date, we still haven't received the hardware. So I contacted them again and requested a refund. They picked up the box on the 13th. Yesterday I contacted IKEA to check on my refund. They had no record that they received the dresser back so I sent them a screenshot of the delivery completed. Now they are telling me again it will be 7 to 14 business days before I will receive my refund once they have confirmed the pickup. I have endured 2 months of hell working with this company and all they tell me is to be patient. Well my patience is very thin. Beware of IKEA. UPDATE: It's now been over 14 business days since I was told I would receive my refund for the returned dresser. I still have not received a refund.",Trustpilot_USA
"Horrible customer experience . Horrible customer experience. Most staff working there have absolutely no desire to help the customers, they are rude when you ask for help and provide incorrect information. There is absolutely no accountability. Hadn’t shopped there is 5 years and I remembered very quickly why I stopped.",Trustpilot_USA
"Steve? Thank you young man, great customer service. . I scanned my purchases, I was then distracted by my partner. I left the store leaving one of my bigger purchases on the floor.
Got home, realised two days later. And couldn't then find my receipt! So I drive over to IKEA, explained what I had done, and thankfully a young man at customer service called Steve, helped to track my receipt. Well done!!! I walked out the door very happy with my forgotten purchase.",Trustpilot_USA
"IKEA - MYTH Busting . MYTH - IKEA's household items are overpriced for the poor quality they offer. During my visit, I was left disappointed by the cheap-feeling household products with high price , which I expected to last longer. and even after spending time and money, the items didn't hold up well. Despite the higher cost, the quality just isn’t there. Overall, it felt like a waste of money, and I won’t be going to buy anything . Worst",Trustpilot_USA
"Don't believe 365day IKEA's refund or return… . Don't trust IKEA's refund or return process. Two days after buying the pan, I realized it could never be properly cleaned and took it back. They refused to accept it because it was ""used."" But how was I supposed to know without using it?

Please, if anyone is using it, let me know how you clean slatrocka set..",Trustpilot_USA
terrible . The quality is so garbage they deserve to be trialed at Nuremberg,Trustpilot_USA
"Every order that arrived was damaged then sent to wrong address . Every order that arrived was damaged. We call up to replace. Second order arrives damaged. We call a second time to complain and re-order, third delivery arrives at an old address that hasn’t been used for over two years and was nothing to do with previous ordered. Phoning up a third time. Wish me luck.",Trustpilot_USA
They have no control over their… . They have no control over their delivery contractors. The customer service people are nice but useless as they can't provide key information on deliveries. Shocking,Trustpilot_USA
"In Guadalajara store worst attention… . In Guadalajara store worst attention and delivery service, missing pieces",Trustpilot_USA
"Buyer beware! . Ordered a flat-pack sofa from IKEA. I was utterly bewildered to find a flat cardboard box arrive at my door - when opened, my sofa had come in pieces. This was disgraceful and I was considering sending it back, but I assumed that in my infinite wisdom, knowledge and power I could re-assemble the item. It didn't help that the cryptic instructions were sent in Swedish, and the only language I speak is Latin. This lack of representation led me to follow the pictures featured on the pamphlet - when I was done, I had a wonderful cupboard. However, I specifically remember ordering a BED! This won't be tolerated, broken products and discriminatory instructions!",Trustpilot_USA
"fast delivery . fast delivery, affordable price",Trustpilot_USA
"2 Wardrobes . I ordered 2 wardrobes in Nov 24and I still waiting after 3 months, been emailing them a few times and no replies etc...

If I could give them zero stars then I would, I should have been more careful when purchasing.

If I could report them to a website for dodgy business then I also would do that, this company should front up and close down.

Their ads should be removed too, they conning people, scammers & fraudsters",Trustpilot_USA
"IKEA has real problems . Having read the reviews before mine it’s clear it’s not just me.

Delivery never showed despite multiple guarantees. I was advised of a new date (by email) after my delivery window closed.

Spoke to customer support (number on the website) only to be told “we can’t help, we’re sales”.

Chat bot slower than a striking glacier and had no ability to help. Got through to dispatch who couldn’t get an answer on the phone from the delivery hub.

Zero communication. Quite possibly the worst experience ever… it’s not like they can shove a wardrobe through your postbox… you have to stay in!

Be warned.

Delivered on the new date then they asked me “how did we do?” Surely you know this.",Trustpilot_USA
"to express my disappointment with the… . to express my disappointment with the recent delivery service I received from IKEA.

Firstly, I encountered issues with my latest order where the products were delivered in a completely damaged condition, despite the packaging being intact. The damage was evident upon delivery, yet the delivery driver did not seem to address my concerns.

Additionally, this is not the first time I faced a delivery problem; I have received the wrong items altogether. It appears that there is a lack of care in the delivery process, considering that the service costs 50 euros.",Trustpilot_USA
"Delivery can be better . Delivery can be better .
Otherwise love them 👌",Trustpilot_USA
"Absolutely shambolic . Absolutely shambolic.

2 deliveries failed with zero reason give, no manager call back when asked and promised, no communication and only emails us to tell us the bad news twice.
Plenty of false promises and two Saturdays wasted to wait for a delivery that was never coming.

Also one agent said the reason he wouldn’t give us our delivery fee back was because his bosses were looking into their compensation totals.

We also sent 4 emails that weren’t responded to.

1 out of 5 agents were helpful the rest awful.

No one cares.

When we asked for compensation the first time I was refused my delivery fee back.

Disgraceful service.

We’ve ended up cancelling the order which again was harder than it should be and we get the pleasure of waiting 14 days for a refund after 3 weeks of not getting our order.",Trustpilot_USA
Prices changes all the time . I ordered 2 wardrobes chest of drawers 3 days ago the day after I ordered the price dropped £40 +vat over the 3 items I contacted customer service and they answer was the price changes all the time so I lost out as a pensioner on state pension I have to watch every penny if they had not delivered them today I would have cancelled the order. Needles to say I will not be buying from IKEA again company is not trustworthy feel like I've been conned such a poor customer service don't recommend them,Trustpilot_USA
"Atrocious all round. . Half my order wasn’t included and because my husband picked it up he didn’t know. Client services didn’t pick up the phone either and after a half hour of waiting to speak to someone, the call got disconnected. We then had to drive an hour back to IKEA to try to solve the issue and get the rest of my items. In my previous order the items weren’t even delivered because items were damaged during transport and I never received any response from client services. Again I had to drive an hour one way to try and get my money back that way. The order before that, the items were marked as delivered in the IKEA system even though PostNL showed that they never received the order from IKEA. That took another two months to get my money returned. I’m done with shopping here.",Trustpilot_USA
"Never ordering delivery from them again. . I ordered furniture from IKEA online with delivery, and it has been a complete nightmare. First, they mixed up our order, sending someone else’s sofa cover instead of our bed. Mistakes happen, but what followed was beyond frustrating.

They rescheduled our bed delivery 4 days later for Saturday between 3-7 PM, but no calls, no texts, nothing. When we called customer service, the agent claimed there was no issue and told us to call back the next day. Clearly, they just wanted to clock out rather than actually help us.

The next morning, we reached out again, and suddenly, the earliest they could deliver was Thursday—leaving us sleeping on the floor for almost a week. Absolutely unacceptable. IKEA works with a really useful delivery company, and they bear responsibility for this disaster.

As compensation, they gave us a £60 gift card—which honestly feels like an insult after this whole mess. Thanks, IKEA. If you’re considering ordering online with delivery, think twice—this could happen to you too!",Trustpilot_USA
"We went to the Glashow store to buy a… . We went to the Glashow store to buy a few things for my nephews new house. Just some plants, shelves and lights nothing major. The queues at the till were a joke maybe 100 people or more waiting to be served with 2 tills on. What made it worse was a group of staff members standing by commenting on the queue and doing nothing to help",Trustpilot_USA
"IKEA cancelled my order - 14days later, £139 refund has still not been actioned . I placed an order and paid for next day delivery, IKEA changed it to a date which wasn’t convenient, I called and they changed it back to the original date. It didn’t arrive, I called and they changed it to another date , an hour after this call IKEA cancelled my order. That was 28/01/25, despite calling on three separate occasions (plus the two to sort the delivery date), I have not received my refund, it is the 11th February. I was told during one call that it needs to be actioned and then it takes 14 days after that time to refund. Another person told me I would receive it urgently. It was IKEA who cancelled it, not me so I would have expected an automatic refund. The amount is £139 (£124 plus £15 gift voucher), so it’s not a small amount. I have waited between 10-34 minutes for the phone to be answered when I have called. Clearly a really poor system of returning money to customers.",Trustpilot_USA
"Unacceptable Customer Service & Failed Delivery – Extremely Disappointed . I ordered seven shelves and received free home delivery—or so I thought. When the delivery driver arrived, instead of bringing the shelves inside as promised, he dumped them in front of my door without ringing the doorbell and was literally running away before my husband caught him. When we stopped him to ask if that was everything, he casually said, “Yeah” and left. Turns out, we had only received four out of the seven shelves we paid for.

I immediately had to wait an hour on the phone to speak to someone who informed me the missing shelves were out of stock. This was a huge inconvenience because I had scheduled people to assemble them Tuesday, Wednesday, and Thursday, assuming the full order would arrive. Still, I was told they would be back in stock within the next week.

Fast forward to the following Saturday, I had heard nothing. I reached out again and was offered a gift card as compensation—not for the fact that the shelves were missing, but because the delivery was not handled properly.

Then, things got even worse. The shelves were showing as in stock online, so I contacted IKEA again to arrange delivery, only to be told that they could not send them and had no idea when they could. Even though I live three hours away, I was expected to just wait indefinitely for the items I already paid for.

To add insult to injury:

IKEA won’t let me return the shelves I did receive (despite the incomplete order).
IKEA won’t send me the missing shelves, even though they are now in stock.
IKEA’s “solution” was to offer me a measly $20 gift card for all this trouble.",Trustpilot_USA
"Delivery never showed up . Delivery never showed up. Selected day for delivery, received email with confirmation. Then received a 4 hour window. In the whole time and no delivery. Contacted customer service and the delivery have never actually been dispatched to the delivery hub. Well, that's what I was initially told. Then apparently it had arrived at the delivery hub but too late for delivery and the earliest it could be delivered is 3 days later. Amazing the information that can suddenly appear.
I have no faith that it will be delivered. €50 delivery fee and having to stay in missing work for at least 2 days is ridiculous. Click and collect if possible and preferably don't use them.",Trustpilot_USA
"the best customer service ever . the best customer service ever, at the 0585150386. very patient, looking for me for an extra screw in the instruction together.",Trustpilot_USA
"Absolutely Terrible Service - IKEA . Absolutely Terrible Service – Avoid at All Costs!

I ordered a wardrobe, bed frame, and mattress from IKEA and paid extra for express delivery, expecting it to arrive as promised. The courier never showed up, and IKEA provided zero help in resolving the issue. Their customer service was useless, offering nothing but scripted apologies while I was left without my furniture.

To make matters worse, I had already arranged and paid for someone to assemble everything, which turned out to be a complete waste of money since nothing arrived. That’s extra money down the drain, all thanks to IKEA’s incompetence. They are asking for handy mans VAT receipts which is not possible for me.

I would like some kind of compensation for my additional expenses—I will be escalating this further. IKEA cannot continue treating customers like this and expect to get away with it.",Trustpilot_USA
"Terrible customer service . I purchased an item for collection at a Shift delivery site. Part of the item was missing. I spent a long time on online chat to arrange for delivery of the missing parts. When they were delivered I received items I didn't need, with one box missing. I spent a long time on the phone to arrange collection and a separate delivery (they can't do at the same time). The rearranged delivery didn't arrive and it turned out they were using a courier that couldn't be tracked. It eventually arrived 5 days later (after more lengthy online chats). I was given customer service email addresses that don't work and promised a compensation voucher I didn't receive. Very poor service.",Trustpilot_USA
"Absolutely shockingly terrible customer service . I visited IKEA Wembley on 28/12/2024 to purchase a table for my new home. I picked up the package from their self-serve warehouse, and everything seemed fine—it was properly packed. However, when I started assembling it, I realised that one item was missing, making it impossible to complete the table.

Since IKEA Greenwich is the closest store to my home, I went there to get a spare part, only to be told that I could only obtain it from the same store where I made the purchase. Imagine if I had bought the table in another town—that would have been quite an adventure. To make matters worse, the staff member at IKEA Greenwich suggested that I take a taxi all the way to Wembley just to get the missing part. She also mentioned that IKEA stores operate separately, so they cannot assist with issues from other branches.

I eventually got the spare part from Wembley, returned home, and resumed assembling, only to discover that another part was missing. On top of that, some parts were included in duplicate. This all happened before the New Year, and since then, dealing with their customer service has been a complete nightmare.

Every time I contacted their live chat, they gave me excuses about why my delivery was cancelled and why it couldn’t be delivered on the originally scheduled date. Add on top, that there are no emails or any kinds of updates from their side.

Long story short, it's now 08/02/2025, and I have received the wrong parts twice. One time, I didn’t receive anything at all because the delivery was cancelled.

After all this frustration, I requested a full table replacement, which was scheduled for 07/02/2025, but it never arrived—funny enough IKEA’s tracking page stating that it was ""Delivered"". Live-chat support said it was a glitch and they will manage it. Now, I have to wait for it to be rebooked for next week, and if not, then possibly the following week.

Their live chat support operates strictly from scripts and cannot provide real answers. If they don’t have a solution, they may even end the chat abruptly. This entire experience feels like a never-ending cycle, and I would not recommend dealing with their customer support at all.

Considering the number of negative reviews, it’s clear that this isn’t an isolated incident. If they fail you—and they often do—you’ll be stuck waiting indefinitely, with no resolution in sight.

I hope this review helps.",Trustpilot_USA
"The worst company i have ever met . The worst company i have ever met ! i even i don't know how such review will help the others !! it is just waist of time any way !
Where is my F... order ! 1497012794",Trustpilot_USA
"Why don’t I look at trust pilot first . Omg,, never expected Ikea to be so bad. I’ve never experienced anything like it.
Ordered online. Order seemed easy lol..
delivery day. Stay in between 8am and 7pm, I lost a days work for the delivery to arrive at 7:30pm.
I paid a stupid amount of money for it to be assembled £325.00
Yet again the paperwork said fitting will be between 8-9am on the 5th February, I took the day off for it to be done.
10am I contacted the installer who Ikea connected me to. He said he was coming at 2pm.. I said I’ve lost another days money I could have gone to work, I’m self employed, he just said he was working lol.
I started to make units myself and broke one costing me over £100 more.
I called customer services, after 40 minutes of waiting, they said I have to complain by email. I complained by email, still no reply. As we speak I’m waiting again to speak to someone hopefully. Will update how this goes. Shocking",Trustpilot_USA
This store is the worst ikea I have… . The Dublin Ballymun store is the worst ikea I have ever been to. Staff is rude and don't even know their own products. Was double charged on a transaction can prove with the online banking it was taken twice and still it's no talking to them. Don't know if the staff is pretending to be this stupid or if they actually are. Think I stick to ikea in sweden when I'm over there. At least they have some requirements when they hire people.,Trustpilot_USA
IKEA PETERBOROUGH SHAMBLES . I ordered storage bags from ikea. They got delivered to a shop near. When i went to collect them the shop wanted id that i could not pruduce. So I went back home and rang ikea Peterborough i was not best pleased. Went back to the shop with id this time the woman at the counter said it was pdp being difficult. Got my bags returned home and rang ikea Peterborough again. Chap was very nice and promised me a £10 gift card. This gift card has never arrived. Just a shambles.,Trustpilot_USA
